features,labels
"[[np.float64(0.1808116566912456), np.float64(0.24735198379298148), np.float64(0.2766411664527304)], [np.float64(0.17964292796922193), np.float64(0.24761366310436872), np.float64(0.28458917591879274)], [np.float64(0.179838227256342), np.float64(0.24703081717814815), np.float64(0.28480486093180246)], [np.float64(0.1812631908432637), np.float64(0.24804074073441734), np.float64(0.28606015512193084)], [np.float64(0.18025978014478836), np.float64(0.24833581886506612), np.float64(0.28626176781850626)], [np.float64(0.1805106913535816), np.float64(0.24843293957808377), np.float64(0.2860686915519957)], [np.float64(0.18124711704129084), np.float64(0.2482627741388742), np.float64(0.28606531766471127)], [np.float64(0.17932597258804547), np.float64(0.24775284618158305), np.float64(0.2856260823940832)], [np.float64(0.17938488412004103), np.float64(0.24677739402478502), np.float64(0.28598768315931244)], [np.float64(0.18039734058677057), np.float64(0.2466749338450617), np.float64(0.28594396073334466)], [np.float64(0.17991494624524496), np.float64(0.2459736064167177), np.float64(0.2850312686880387)], [np.float64(0.17976443290205987), np.float64(0.2461882278679294), np.float64(0.2856476090326073)], [np.float64(0.17974672893575636), np.float64(0.2469223239499534), np.float64(0.2845902136173712)], [np.float64(0.180657788209787), np.float64(0.24674432007269265), np.float64(0.28442805648095193)], [np.float64(0.18044938694838428), np.float64(0.24635335682276643), np.float64(0.2851476826557031)], [np.float64(0.18114304445095789), np.float64(0.24627157720597703), np.float64(0.2847368133940738)], [np.float64(0.18176724680930734), np.float64(0.2469752391967012), np.float64(0.28472365502286656)], [np.float64(0.18246950067566786), np.float64(0.24668507653829758), np.float64(0.2859859662006893)], [np.float64(0.18265372641479283), np.float64(0.2440501595383497), np.float64(0.28505952565444187)], [np.float64(0.15957380078335345), np.float64(0.18861881805240882), np.float64(0.26050277554408724)], [np.float64(0.1317852355216345), np.float64(0.14268755774918346), np.float64(0.22435602150595388)], [np.float64(0.11429994957869291), np.float64(0.11679355676442656), np.float64(0.1995123734933603)], [np.float64(0.08691004087916268), np.float64(0.06397261381747144), np.float64(0.1292926993849509)], [np.float64(0.08431470665035548), np.float64(0.05946268826453315), np.float64(0.1157585183587419)], [np.float64(0.07788100950975306), np.float64(0.06094429140501606), np.float64(0.10955391279343762)], [np.float64(0.076936637929646), np.float64(0.05795990567374511), np.float64(0.103920099532779)], [np.float64(0.07749305219677312), np.float64(0.05698464534731339), np.float64(0.10168054158956483)], [np.float64(0.07568207732432265), np.float64(0.05829247139772635), np.float64(0.09439785137170525)], [np.float64(0.07443394018151392), np.float64(0.05915766744598082), np.float64(0.09045457254171221)], [np.float64(0.07428231670472278), np.float64(0.05943995093106989), np.float64(0.08932330306373192)], [np.float64(0.07418313008650085), np.float64(0.05320179710461316), np.float64(0.09290312072032089)], [np.float64(0.07128035776341027), np.float64(0.059803260344794544), np.float64(0.08562031314097127)], [np.float64(0.07118678540546829), np.float64(0.05808847213061188), np.float64(0.08287544372616508)], [np.float64(0.06773011773917734), np.float64(0.0575244049832946), np.float64(0.08416223921026073)], [np.float64(0.06741752164221583), np.float64(0.0580011019432015), np.float64(0.08569254899069628)], [np.float64(0.0665899944632834), np.float64(0.06293252827870582), np.float64(0.08678745239030719)], [np.float64(0.0682696575417373), np.float64(0.06372573641065596), np.float64(0.08879912566150892)], [np.float64(0.06390047016892546), np.float64(0.06500082170156765), np.float64(0.0883655189751722)], [np.float64(0.06337441587927545), np.float64(0.06551121523060492), np.float64(0.08631416747290968)], [np.float64(0.0665984300609488), np.float64(0.06425342054570987), np.float64(0.0899827752519062)], [np.float64(0.0682880953790401), np.float64(0.061635320478375485), np.float64(0.08706463846392339)], [np.float64(0.06954781251813935), np.float64(0.061108068306791906), np.float64(0.08855094322630971)], [np.float64(0.0685081716156851), np.float64(0.05920187767081042), np.float64(0.08867345296818174)], [np.float64(0.06870523777538029), np.float64(0.06225321759216006), np.float64(0.08556044169587831)], [np.float64(0.07044586458192555), np.float64(0.06376139527943875), np.float64(0.0853181069054426)], [np.float64(0.06902880636083479), np.float64(0.06262740056006579), np.float64(0.08611084650332944)], [np.float64(0.06859116042280168), np.float64(0.06578524681512063), np.float64(0.085370722516779)], [np.float64(0.06710584268958322), np.float64(0.0667629712665334), np.float64(0.08664223811113575)], [np.float64(0.06709145291928037), np.float64(0.06311576608062108), np.float64(0.08611101711709333)], [np.float64(0.06718864938036914), np.float64(0.06337874301554197), np.float64(0.08937647353210486)], [np.float64(0.06780471457750685), np.float64(0.06434835193165415), np.float64(0.08670278735205905)], [np.float64(0.06755617808961388), np.float64(0.06450255461471831), np.float64(0.08664363977623171)], [np.float64(0.06768066511201076), np.float64(0.062333170096037074), np.float64(0.08672771511062435)], [np.float64(0.0667780175180359), np.float64(0.06469537611775111), np.float64(0.08627958182169741)], [np.float64(0.06677604680612922), np.float64(0.06440529743285398), np.float64(0.08758439236941262)], [np.float64(0.06810320308237687), np.float64(0.06564968659198842), np.float64(0.08719338758713827)], [np.float64(0.06735369307790158), np.float64(0.0647842924554831), np.float64(0.08722980217118156)], [np.float64(0.06703590686900092), np.float64(0.06517743156203124), np.float64(0.08682767864768037)], [np.float64(0.06877965202312465), np.float64(0.06315024182901458), np.float64(0.0881272075943437)], [np.float64(0.06964901701068381), np.float64(0.06417254772286682), np.float64(0.0871659219282943)]]",0
"[[np.float64(0.16456494070349995), np.float64(0.2152013462870534), np.float64(0.2396926743302124)], [np.float64(0.19421615865977915), np.float64(0.2597461581414186), np.float64(0.2779394948549496)], [np.float64(0.1967045209884125), np.float64(0.2590312962882779), np.float64(0.27553473602134426)], [np.float64(0.1980621093860551), np.float64(0.262204772446581), np.float64(0.27762572231205185)], [np.float64(0.1978996554292163), np.float64(0.2605928468969271), np.float64(0.2772213195480896)], [np.float64(0.19751661755842184), np.float64(0.26286717560508965), np.float64(0.27750043874422603)], [np.float64(0.19792656944455103), np.float64(0.2622422213497592), np.float64(0.278693457673518)], [np.float64(0.1976433226102297), np.float64(0.260886427701792), np.float64(0.2772888529638389)], [np.float64(0.1976287411331129), np.float64(0.2601912235177451), np.float64(0.27724729296559336)], [np.float64(0.19779753569256545), np.float64(0.2605601585671673), np.float64(0.2767179289844022)], [np.float64(0.19794618921402748), np.float64(0.26070291944279383), np.float64(0.27743362526422466)], [np.float64(0.19821347363134642), np.float64(0.2611087556842657), np.float64(0.2779540474294271)], [np.float64(0.19797761239282766), np.float64(0.26128494041590306), np.float64(0.2768092804848366)], [np.float64(0.19851320168100772), np.float64(0.2611739587903091), np.float64(0.27648463181708227)], [np.float64(0.19830314882771466), np.float64(0.26086792150988863), np.float64(0.27670564644206824)], [np.float64(0.19765376447745364), np.float64(0.25944975637335543), np.float64(0.2767951069476466)], [np.float64(0.19634606454529763), np.float64(0.25332855934516163), np.float64(0.27506914116353864)], [np.float64(0.1927418655354589), np.float64(0.24257356795908652), np.float64(0.27696717941992716)], [np.float64(0.18638651543920756), np.float64(0.21661483638972687), np.float64(0.27174451160956503)], [np.float64(0.1704432798901655), np.float64(0.19144800681947138), np.float64(0.2563593363979373)], [np.float64(0.1485745257528619), np.float64(0.15498149912999085), np.float64(0.23160438518980864)], [np.float64(0.13069318400590982), np.float64(0.1261680535391431), np.float64(0.2049844889621238)], [np.float64(0.11837913913841984), np.float64(0.10620685276345039), np.float64(0.18369562386356245)], [np.float64(0.11059352012812962), np.float64(0.08794619256895886), np.float64(0.1643878900340068)], [np.float64(0.09441820365822365), np.float64(0.06325243598793959), np.float64(0.13368611658736348)], [np.float64(0.08019710291149244), np.float64(0.049233929975623265), np.float64(0.11705231776551446)], [np.float64(0.07505593740445697), np.float64(0.048985768196450424), np.float64(0.10400210859193768)], [np.float64(0.07120044736860061), np.float64(0.05720792981221301), np.float64(0.08758543929461754)], [np.float64(0.06789410544220373), np.float64(0.06165360636417958), np.float64(0.07762826891390466)], [np.float64(0.06469735119861349), np.float64(0.06509722020561381), np.float64(0.07062879987911086)], [np.float64(0.06545581918353587), np.float64(0.06166425240792583), np.float64(0.0743135505768692)], [np.float64(0.06362035420948985), np.float64(0.06343114585418147), np.float64(0.07760766936476018)], [np.float64(0.06072841938415538), np.float64(0.062179334350743465), np.float64(0.08338168528522177)], [np.float64(0.061166453308067074), np.float64(0.061356876977253214), np.float64(0.08478218633654791)], [np.float64(0.06293393178495021), np.float64(0.06173022441110006), np.float64(0.08249802459378425)], [np.float64(0.06233884847245649), np.float64(0.06254726239406536), np.float64(0.08109919176633851)], [np.float64(0.06397787959898991), np.float64(0.06172393911273105), np.float64(0.07992176306834452)], [np.float64(0.06289354250538401), np.float64(0.06411685980596704), np.float64(0.07831528568530752)], [np.float64(0.0630734764391691), np.float64(0.06530025534428273), np.float64(0.0768982669449809)], [np.float64(0.06330054287600421), np.float64(0.06236808593040656), np.float64(0.07806914984888219)], [np.float64(0.06185384156401274), np.float64(0.06256799844562254), np.float64(0.07709944363801507)], [np.float64(0.06083550953165919), np.float64(0.063977815070601), np.float64(0.07496979655422195)], [np.float64(0.06127994965145324), np.float64(0.06349196415934144), np.float64(0.07418269028839237)], [np.float64(0.06125409961797203), np.float64(0.062079111890214436), np.float64(0.07513089628950864)], [np.float64(0.062317018239853625), np.float64(0.0594907265577002), np.float64(0.07654029314981958)], [np.float64(0.06019107616742646), np.float64(0.0617774852511717), np.float64(0.07433359942433347)], [np.float64(0.0594922876848743), np.float64(0.06342440003363299), np.float64(0.07395541906674671)], [np.float64(0.06043892862779511), np.float64(0.06354967307186132), np.float64(0.07595849730396508)], [np.float64(0.06112776501571992), np.float64(0.06273641320247338), np.float64(0.07471198200193471)], [np.float64(0.06028864202356247), np.float64(0.06499987087274171), np.float64(0.07182233595833831)], [np.float64(0.05952761153089249), np.float64(0.06526115552372785), np.float64(0.07261442512752853)], [np.float64(0.0603923840800766), np.float64(0.06404556610831086), np.float64(0.07441282727024441)], [np.float64(0.060305523618835115), np.float64(0.06307303764924149), np.float64(0.07484029721051225)], [np.float64(0.06033415459749541), np.float64(0.06381021515861919), np.float64(0.07354799266635394)], [np.float64(0.06214915323678622), np.float64(0.06298034825125437), np.float64(0.07579664513733528)], [np.float64(0.058841659913102765), np.float64(0.06539192128984812), np.float64(0.07265867166666687)], [np.float64(0.06106717921933004), np.float64(0.06369927056010927), np.float64(0.07471802555300172)], [np.float64(0.05943214699057936), np.float64(0.06493359887148539), np.float64(0.07348525921282792)], [np.float64(0.060468893196829236), np.float64(0.06368408464706134), np.float64(0.07316155771349078)], [np.float64(0.06060019423932168), np.float64(0.06427130828298488), np.float64(0.07408755214092484)]]",0
"[[np.float64(0.10259826591600688), np.float64(0.13590907773613162), np.float64(0.1916549025907062)], [np.float64(0.1735009349696461), np.float64(0.2098219931572072), np.float64(0.24130467030803734)], [np.float64(0.20718849008003426), np.float64(0.24348115639608386), np.float64(0.28155780400656316)], [np.float64(0.20775967621777292), np.float64(0.24496239269040537), np.float64(0.2825312529285401)], [np.float64(0.20635121013117966), np.float64(0.2441119408836661), np.float64(0.28281043183075033)], [np.float64(0.20637549100852304), np.float64(0.244982336463608), np.float64(0.2829597627437374)], [np.float64(0.20641858710543404), np.float64(0.24511680729769725), np.float64(0.2820339801040422)], [np.float64(0.20624033609324538), np.float64(0.24506377488044642), np.float64(0.2819516746460082)], [np.float64(0.20629258106128845), np.float64(0.24511433955015136), np.float64(0.2827756736609028)], [np.float64(0.20690173701925302), np.float64(0.24609910387894804), np.float64(0.28251746017873575)], [np.float64(0.2059343890349618), np.float64(0.24521918088250266), np.float64(0.2820208780432804)], [np.float64(0.20252668110874902), np.float64(0.24083571776226245), np.float64(0.284170357231257)], [np.float64(0.19367857143839542), np.float64(0.22658205449122135), np.float64(0.27793005326298365)], [np.float64(0.18635963211963671), np.float64(0.21034044722700915), np.float64(0.26468107366349486)], [np.float64(0.18324166752138782), np.float64(0.18705921215401902), np.float64(0.24543572603838537)], [np.float64(0.1785347486440523), np.float64(0.15753319386243858), np.float64(0.22395437576632005)], [np.float64(0.17331852380799956), np.float64(0.12515718420587446), np.float64(0.19896659988086265)], [np.float64(0.1685345053535687), np.float64(0.099162227311717), np.float64(0.17934501424313568)], [np.float64(0.1631808006252199), np.float64(0.07494816106021235), np.float64(0.15508893619417172)], [np.float64(0.1411926669835473), np.float64(0.06884244693722463), np.float64(0.14291658069382415)], [np.float64(0.1401691495932331), np.float64(0.067500501099852), np.float64(0.14096846577650937)], [np.float64(0.13435516093065764), np.float64(0.06626321901109757), np.float64(0.1203549107342238)], [np.float64(0.07604450623052168), np.float64(0.05913145807075629), np.float64(0.08472622106986706)], [np.float64(0.0702756774583425), np.float64(0.0641117948030903), np.float64(0.07826968687809863)], [np.float64(0.07012341324399675), np.float64(0.06413618278554897), np.float64(0.07995857076497882)], [np.float64(0.06945239786280787), np.float64(0.06316198531781729), np.float64(0.08151832408962142)], [np.float64(0.0700385356104953), np.float64(0.06130237970057577), np.float64(0.08423282698125492)], [np.float64(0.06759170935594687), np.float64(0.06272908030601732), np.float64(0.08528182388249762)], [np.float64(0.0678837686015412), np.float64(0.06298714024758531), np.float64(0.08377895224470232)], [np.float64(0.0652084888202555), np.float64(0.06346828570426315), np.float64(0.08253872964235691)], [np.float64(0.06672336561566664), np.float64(0.06414465725532835), np.float64(0.08149528898936234)], [np.float64(0.06775605299239121), np.float64(0.0647105589458396), np.float64(0.08272899569775136)], [np.float64(0.06818762801462536), np.float64(0.06457754435497985), np.float64(0.08307298884363046)], [np.float64(0.06628731551121214), np.float64(0.06273833342384404), np.float64(0.08094405654777563)], [np.float64(0.06646932601809366), np.float64(0.06494494647832169), np.float64(0.08092103962917602)], [np.float64(0.06694061290496706), np.float64(0.06564401326145401), np.float64(0.0815128957890859)], [np.float64(0.06491198702852803), np.float64(0.06664122120785324), np.float64(0.07916420900913942)], [np.float64(0.06357047614427352), np.float64(0.06715485966145604), np.float64(0.0785475422195924)], [np.float64(0.06663419725285807), np.float64(0.06483060029520507), np.float64(0.07853448854150229)], [np.float64(0.06661446669986149), np.float64(0.06410645026753142), np.float64(0.08009508230760037)], [np.float64(0.06821257634678164), np.float64(0.061699654961703446), np.float64(0.08062005361150996)], [np.float64(0.06647383226652909), np.float64(0.06325041342150398), np.float64(0.07998057931500711)], [np.float64(0.06529314678592113), np.float64(0.06254260078258347), np.float64(0.07780982873728379)], [np.float64(0.06664882453270866), np.float64(0.062129002881459054), np.float64(0.07897755722846864)], [np.float64(0.06818853106094842), np.float64(0.06140033356964951), np.float64(0.07845289400400346)], [np.float64(0.06735077800571367), np.float64(0.06108133727559728), np.float64(0.077344359886205)], [np.float64(0.0675311865854214), np.float64(0.063258525319387), np.float64(0.07780007068101696)], [np.float64(0.06713803475555967), np.float64(0.06139996060266065), np.float64(0.0783785409030652)], [np.float64(0.06652317335280816), np.float64(0.06443973240337834), np.float64(0.07880725240788537)], [np.float64(0.06713499166052124), np.float64(0.06482581368536519), np.float64(0.07719780724254946)], [np.float64(0.06597187312311344), np.float64(0.06573025378337001), np.float64(0.07726558601841313)], [np.float64(0.06713462585325985), np.float64(0.06522495921358755), np.float64(0.07923517400839925)], [np.float64(0.06757098015840704), np.float64(0.06193920580072004), np.float64(0.0799084155986701)], [np.float64(0.06806423905292146), np.float64(0.06514727633818072), np.float64(0.07857313740567173)], [np.float64(0.06734575222299667), np.float64(0.06356561820129084), np.float64(0.08031293854975277)], [np.float64(0.06770046925512448), np.float64(0.06460156385529908), np.float64(0.07967814551089103)], [np.float64(0.06690698357009266), np.float64(0.06434115319795289), np.float64(0.07992057457050222)], [np.float64(0.06810397372048861), np.float64(0.06393430577402075), np.float64(0.08093546862891988)], [np.float64(0.06807043688476354), np.float64(0.06371176275797413), np.float64(0.0810531118832056)], [np.float64(0.06681345174922702), np.float64(0.0649744058481833), np.float64(0.08135260132973561)]]",0
"[[np.float64(0.23531657216888557), np.float64(0.26943076183294384), np.float64(0.30250660923862616)], [np.float64(0.23696859832340642), np.float64(0.27062350184922207), np.float64(0.31440404737839206)], [np.float64(0.23698553823235513), np.float64(0.2700800249111301), np.float64(0.31520409664994065)], [np.float64(0.2366976868394158), np.float64(0.2704270126320685), np.float64(0.3155409147409128)], [np.float64(0.236678767668413), np.float64(0.2700457326637793), np.float64(0.31734282843668105)], [np.float64(0.2364826098278476), np.float64(0.2695235538482005), np.float64(0.31623762392820226)], [np.float64(0.23582962999779225), np.float64(0.2701604692609938), np.float64(0.31523826724739396)], [np.float64(0.2352622584834048), np.float64(0.27042442011882356), np.float64(0.3136856796159965)], [np.float64(0.2352033635973573), np.float64(0.2700148737736284), np.float64(0.3136986300887328)], [np.float64(0.2355584051294685), np.float64(0.2694172047527133), np.float64(0.3139328282520788)], [np.float64(0.23530106319922023), np.float64(0.2698204306257155), np.float64(0.3144637591363594)], [np.float64(0.23581516714853876), np.float64(0.270208064335123), np.float64(0.31645322068129966)], [np.float64(0.23521629853423437), np.float64(0.269377559476402), np.float64(0.3157627558187969)], [np.float64(0.23423205207854053), np.float64(0.2686343301748139), np.float64(0.3153844169138731)], [np.float64(0.23133760467135492), np.float64(0.2626265704985362), np.float64(0.3133945920344474)], [np.float64(0.22475575689018581), np.float64(0.2475746006908272), np.float64(0.3091492269786621)], [np.float64(0.21351380341407933), np.float64(0.22780364139957837), np.float64(0.29641352082701833)], [np.float64(0.20300706083155545), np.float64(0.21441264976359237), np.float64(0.282080523343325)], [np.float64(0.19363469421751922), np.float64(0.19518754776477593), np.float64(0.267935827649422)], [np.float64(0.17936370514218594), np.float64(0.16039756919866457), np.float64(0.24757062203833935)], [np.float64(0.15288317503559226), np.float64(0.12405158809953075), np.float64(0.21955311997660804)], [np.float64(0.1361141778459852), np.float64(0.10309323026487976), np.float64(0.20496768013722086)], [np.float64(0.12602466744120056), np.float64(0.07902220207114506), np.float64(0.1709769408658325)], [np.float64(0.0821576413449707), np.float64(0.04877482982277302), np.float64(0.13264185540754853)], [np.float64(0.0800736275343042), np.float64(0.05342529741954086), np.float64(0.12198561314731188)], [np.float64(0.07419854102895114), np.float64(0.06287623030690898), np.float64(0.10259999454779352)], [np.float64(0.07336515957273444), np.float64(0.06616817493024717), np.float64(0.09539146901940784)], [np.float64(0.07415034395659635), np.float64(0.06607178235922362), np.float64(0.09308189477007965)], [np.float64(0.07444795830788571), np.float64(0.06779481939687997), np.float64(0.0930681676387907)], [np.float64(0.07448841478235135), np.float64(0.06388814199773366), np.float64(0.09634046178883326)], [np.float64(0.07601879099309719), np.float64(0.06476404692795934), np.float64(0.09613046453899407)], [np.float64(0.07456154957199557), np.float64(0.06604844534151097), np.float64(0.09550110204617943)], [np.float64(0.07370991176418869), np.float64(0.06718813757020783), np.float64(0.09639230649415828)], [np.float64(0.07609153226458536), np.float64(0.06586542110469902), np.float64(0.09425656704239896)], [np.float64(0.07373253986699911), np.float64(0.06412827105079784), np.float64(0.09690122019015092)], [np.float64(0.07417093424367084), np.float64(0.06559124695008685), np.float64(0.0947244425397584)], [np.float64(0.07661036014094975), np.float64(0.06207338522415834), np.float64(0.0953639863136692)], [np.float64(0.07572398567074141), np.float64(0.06354471737450426), np.float64(0.09471633777911703)], [np.float64(0.07532261153746178), np.float64(0.06073178579530336), np.float64(0.09564496725071335)], [np.float64(0.07537067492621756), np.float64(0.061439818843445654), np.float64(0.09531375621824158)], [np.float64(0.07405052080455188), np.float64(0.06264890235520429), np.float64(0.09379566570366572)], [np.float64(0.07599115037579374), np.float64(0.06240754172476687), np.float64(0.09594086545081225)], [np.float64(0.07570898145892835), np.float64(0.06430725219428543), np.float64(0.0957762656372216)], [np.float64(0.07433886146157954), np.float64(0.06381636835322729), np.float64(0.09560979577217765)], [np.float64(0.07382413125565579), np.float64(0.06416941589163437), np.float64(0.09416149211776553)], [np.float64(0.07520473556815924), np.float64(0.062308749024447954), np.float64(0.09501913048849692)], [np.float64(0.07367026819830247), np.float64(0.06231018340047034), np.float64(0.09581536457831161)], [np.float64(0.07323494604208619), np.float64(0.06451352943542155), np.float64(0.0952419693585525)], [np.float64(0.07297059477966175), np.float64(0.06296514573251803), np.float64(0.09518779895161904)], [np.float64(0.07323716620468063), np.float64(0.0638462466892793), np.float64(0.09505900602082486)], [np.float64(0.07550625354592509), np.float64(0.06284024734574922), np.float64(0.0936594056745252)], [np.float64(0.07492874082214909), np.float64(0.062104808743628184), np.float64(0.0943345604508932)], [np.float64(0.0751505026911222), np.float64(0.06259776852067529), np.float64(0.09535651315794418)], [np.float64(0.07554272327785866), np.float64(0.06295438153098579), np.float64(0.09439642618957103)], [np.float64(0.07468660556548623), np.float64(0.06233007812868792), np.float64(0.09484865366200633)], [np.float64(0.07493378322886603), np.float64(0.06296232745329954), np.float64(0.09509367975340595)], [np.float64(0.07540931435061114), np.float64(0.06192749837338595), np.float64(0.09497229953766223)], [np.float64(0.07622869877606668), np.float64(0.0635149195802174), np.float64(0.09438931048555801)], [np.float64(0.07594631333486881), np.float64(0.0649242349887283), np.float64(0.09430397322798717)]]",0
"[[np.float64(0.1477908808441238), np.float64(0.1678662937481803), np.float64(0.24454872642564934)], [np.float64(0.15747802823852206), np.float64(0.18229376240403522), np.float64(0.2505355050758148)], [np.float64(0.16004983900863645), np.float64(0.18114096358807083), np.float64(0.2504953319269118)], [np.float64(0.1605500475580139), np.float64(0.18111956290185446), np.float64(0.2491379720178497)], [np.float64(0.16046840714350555), np.float64(0.1827026004679294), np.float64(0.24977383519303742)], [np.float64(0.160567889461337), np.float64(0.182881829647019), np.float64(0.2487980460075106)], [np.float64(0.16072365675495306), np.float64(0.1833895570242114), np.float64(0.2491111034364044)], [np.float64(0.16041054446661274), np.float64(0.18422252376802095), np.float64(0.24940347301391155)], [np.float64(0.16009207368853576), np.float64(0.18516889098447148), np.float64(0.2487211010921151)], [np.float64(0.16037606535171767), np.float64(0.18553140907684876), np.float64(0.25018317810175733)], [np.float64(0.15751485523675499), np.float64(0.18535001604071177), np.float64(0.25016886619858647)], [np.float64(0.15436792638904415), np.float64(0.18312795635732604), np.float64(0.24909282493435594)], [np.float64(0.14688227885314858), np.float64(0.1741597524736638), np.float64(0.2422394207929663)], [np.float64(0.1393352152099353), np.float64(0.16231390040286459), np.float64(0.23260616863522246)], [np.float64(0.13123092022771543), np.float64(0.1437527003814501), np.float64(0.22367491615812898)], [np.float64(0.12910989954377877), np.float64(0.12418878891505679), np.float64(0.2071762319315377)], [np.float64(0.1308585076458596), np.float64(0.10686604033615228), np.float64(0.1921715910155638)], [np.float64(0.1368241508854636), np.float64(0.091526460667324), np.float64(0.1722004207968105)], [np.float64(0.12967563120473394), np.float64(0.06452949970868568), np.float64(0.1467600361321662)], [np.float64(0.10015676875332984), np.float64(0.04765813243770609), np.float64(0.12222505777207418)], [np.float64(0.07702700321042008), np.float64(0.03832320796950259), np.float64(0.107637277950297)], [np.float64(0.06476920870148546), np.float64(0.046818635213411064), np.float64(0.09748368942183691)], [np.float64(0.0637464535661727), np.float64(0.053691095007151995), np.float64(0.09160718572938195)], [np.float64(0.06028888477508976), np.float64(0.05385571900759713), np.float64(0.09123440587077027)], [np.float64(0.05960787163896412), np.float64(0.0555507140060595), np.float64(0.08936915748925357)], [np.float64(0.05898951917778902), np.float64(0.05703693861941204), np.float64(0.08648571409733762)], [np.float64(0.059292144079240786), np.float64(0.057485370190329385), np.float64(0.08450986243053663)], [np.float64(0.06048120523405638), np.float64(0.056836323991770604), np.float64(0.08378885949250892)], [np.float64(0.05975114569686903), np.float64(0.05787061641890742), np.float64(0.08135747276867585)], [np.float64(0.060995294099121376), np.float64(0.05639123100594731), np.float64(0.0807008296282585)], [np.float64(0.06015000892180312), np.float64(0.05809803323801423), np.float64(0.08153784642977532)], [np.float64(0.05867488768170162), np.float64(0.057805539428999735), np.float64(0.08040500271044113)], [np.float64(0.059371471700340926), np.float64(0.05815032373125858), np.float64(0.07890017559821141)], [np.float64(0.0589532050343976), np.float64(0.05787599588875845), np.float64(0.07840287444997938)], [np.float64(0.05886825119269146), np.float64(0.05724692339667187), np.float64(0.07798821995026448)], [np.float64(0.05869221504604048), np.float64(0.05527413029887111), np.float64(0.07835952125823613)], [np.float64(0.05842880541164359), np.float64(0.05561967667086924), np.float64(0.07841206203415985)], [np.float64(0.05833148966835495), np.float64(0.052538075854720895), np.float64(0.08040333408215858)], [np.float64(0.0580821221912871), np.float64(0.05427075154760129), np.float64(0.0808598435648714)], [np.float64(0.05827746826016872), np.float64(0.05529421312133319), np.float64(0.0803556081880257)], [np.float64(0.058345307328303724), np.float64(0.054900015692756085), np.float64(0.07990746802765969)], [np.float64(0.058656871656732085), np.float64(0.05178894516581731), np.float64(0.0803361334410874)], [np.float64(0.0589043521606729), np.float64(0.05555102766527955), np.float64(0.08097187694699078)], [np.float64(0.06003143960313065), np.float64(0.055618018866495075), np.float64(0.08021478727923179)], [np.float64(0.05912958807080534), np.float64(0.05521699530449292), np.float64(0.07942456767139068)], [np.float64(0.058657337896921215), np.float64(0.0554322773236058), np.float64(0.07900160269380933)], [np.float64(0.0595442406259896), np.float64(0.05561327754417576), np.float64(0.07916587447732923)], [np.float64(0.06021253768843461), np.float64(0.054292584869942415), np.float64(0.0793037156839096)], [np.float64(0.05966214401849682), np.float64(0.05579527821146413), np.float64(0.0801364634234072)], [np.float64(0.06000372514606394), np.float64(0.05478988894566516), np.float64(0.08103002139793224)], [np.float64(0.059955469142614196), np.float64(0.05496528532578292), np.float64(0.079932618632099)], [np.float64(0.05977943584455942), np.float64(0.05557680596165961), np.float64(0.07929588900310001)], [np.float64(0.05978353884222478), np.float64(0.05630784257017553), np.float64(0.08005328875536566)], [np.float64(0.05928239995638523), np.float64(0.05534176762840294), np.float64(0.07940957717152568)], [np.float64(0.05958512195795073), np.float64(0.054695142457771566), np.float64(0.0800331263657055)], [np.float64(0.05954240365228592), np.float64(0.05575874309222428), np.float64(0.08039441858745919)], [np.float64(0.05906062119983118), np.float64(0.0551300279499544), np.float64(0.08083916010793914)], [np.float64(0.05924700737988848), np.float64(0.05699885088449728), np.float64(0.08133571391011468)], [np.float64(0.05970058820543245), np.float64(0.0559967888392439), np.float64(0.08081771687264072)], [np.float64(0.05894847635263134), np.float64(0.05596292370823787), np.float64(0.08047251601292361)]]",0
